,micro/precision,micro/recall,micro/f1,macro/precision,macro/recall,macro/f1,epoch,losses
0,0.07445442875481387,0.43283582089552236,0.12705366922234393,0.07511351713774006,0.42392503721006136,0.11469587966832691,0,3.0768696610492157
1,0.1111111111111111,0.14814814814814814,0.12698412698412698,0.05803042464549173,0.04953522149600581,0.048596656198995385,0,0.4870786835997962
2,0.32,0.06201550387596899,0.1038961038961039,0.027042915931804818,0.018518518518518517,0.020374687041353708,0,0.3151010534099497
3,0.6666666666666666,0.026490066225165563,0.050955414012738856,0.046296296296296294,0.00714573268921095,0.012345679012345677,0,0.30097019615760995
4,0.8,0.031007751937984496,0.059701492537313425,0.02962962962962963,0.00644122383252818,0.010582010582010581,0,0.2959650734545499
5,0.375,0.022556390977443608,0.0425531914893617,0.013888888888888888,0.005847953216374269,0.008230452674897118,0,0.30208487252592714
6,0.4444444444444444,0.032,0.059701492537313425,0.021164021164021163,0.008230452674897118,0.011851851851851851,0,0.29374859156133903
7,0.4444444444444444,0.05555555555555555,0.09876543209876543,0.018518518518518517,0.015594541910331383,0.016931216931216932,0,0.332134712309915
8,0.4117647058823529,0.04827586206896552,0.08641975308641976,0.02637485970819304,0.011611153487583693,0.016034858387799562,0,0.2954620225211067
9,0.5,0.030303030303030304,0.05714285714285715,0.052910052910052914,0.006808278867102397,0.011283685118810567,0,0.2631977317745693
10,0.5,0.0625,0.1111111111111111,0.035493827160493825,0.017022072577628135,0.022959611194905312,0,0.2246771282775827
11,1.0,0.008064516129032258,0.016,0.037037037037037035,0.001949317738791423,0.003703703703703704,0,0.22458966082174156
12,0.25,0.00847457627118644,0.01639344262295082,0.018518518518518517,0.0016835016835016836,0.00308641975308642,0,0.22767560810703477
13,0.4,0.014492753623188406,0.027972027972027972,0.04938271604938271,0.004910213243546576,0.008916323731138546,0,0.2574327607454067
14,0.4,0.014705882352941176,0.028368794326241134,0.014814814814814815,0.0030864197530864196,0.005108556832694764,0,0.2506018562688865
15,0.8333333333333334,0.034013605442176874,0.06535947712418301,0.0308641975308642,0.00771604938271605,0.01234567901234568,0,0.2657542060514857
16,0.6470588235294118,0.07006369426751592,0.12643678160919541,0.05925925925925926,0.018855218855218858,0.024752024752024752,0,0.2784140545025177
17,0.6363636363636364,0.05223880597014925,0.09655172413793103,0.043209876543209874,0.012130971551261405,0.018246187363834425,0,0.24775923658994317
18,0.7777777777777778,0.09395973154362416,0.16766467065868265,0.06481481481481481,0.017703920929727383,0.02508536905700026,0,0.2672878784014126
19,0.44,0.0859375,0.14379084967320263,0.05050505050505051,0.020987654320987655,0.02469135802469136,0,0.23936886415228503
20,0.4230769230769231,0.09322033898305085,0.15277777777777776,0.031467557783347255,0.020412457912457913,0.024115313616904284,0,0.2183257807312123
21,0.6666666666666666,0.12903225806451613,0.2162162162162162,0.04861111111111111,0.026562761856879506,0.03421516754850088,0,0.22781152972642021
22,0.5294117647058824,0.06521739130434782,0.11612903225806452,0.040740740740740744,0.017868745938921377,0.023998753311516283,0,0.25081637684008035
23,0.875,0.10071942446043165,0.18064516129032257,0.06419753086419754,0.01995629169542213,0.030315251730859718,0,0.22935478412232785
24,0.6363636363636364,0.05223880597014925,0.09655172413793103,0.04497354497354498,0.013374485596707819,0.020451427858835265,0,0.24115751126569515
25,0.9166666666666666,0.08461538461538462,0.15492957746478875,0.06790123456790124,0.02429052429052429,0.035449735449735446,0,0.2347004400153403
26,0.5,0.030534351145038167,0.05755395683453236,0.037037037037037035,0.005889030793245353,0.010052910052910051,0,0.2278188509013208
27,0.375,0.041666666666666664,0.075,0.024691358024691357,0.01036634460547504,0.014590347923681257,0,0.2564788870491924
28,0.4666666666666667,0.05511811023622047,0.09859154929577464,0.03306878306878307,0.014285714285714284,0.01968296897302983,0,0.2438579052328565
29,0.5333333333333333,0.07272727272727272,0.128,0.057239057239057235,0.017123617123617124,0.02466455289035934,0,0.21161579051834178
30,0.6086956521739131,0.109375,0.18543046357615894,0.043209876543209874,0.020263942103022563,0.026709800505993114,0,0.2146996816340153
31,0.75,0.15126050420168066,0.2517482517482517,0.05701754385964913,0.031084656084656086,0.03818547229399943,0,0.21282892766375286
32,0.7741935483870968,0.16326530612244897,0.2696629213483146,0.0837742504409171,0.03294305057745918,0.04492621130991249,0,0.2471119485212452
33,0.7222222222222222,0.15853658536585366,0.26,0.05587211142766698,0.03710201429499675,0.04365079365079364,0,0.2684160487153596
34,0.5517241379310345,0.1322314049586777,0.21333333333333335,0.06561996779388084,0.04083820662768031,0.042192375525708856,0,0.22757337536994787
35,0.5333333333333333,0.21238938053097345,0.3037974683544304,0.08652618135376756,0.04965466632133299,0.05117845117845118,0,0.20728869055841034
36,0.6888888888888889,0.2366412213740458,0.3522727272727273,0.049968071519795654,0.047270955165692005,0.04845446950710109,0,0.2249188709342064
37,0.6666666666666666,0.1864406779661017,0.2913907284768212,0.053118908382066274,0.04271885521885522,0.04729642534520583,0,0.20418100368229894
38,0.5238095238095238,0.10476190476190476,0.17460317460317462,0.046913580246913576,0.025998547567175016,0.030751964085297418,0,0.19600378113015735
39,0.8571428571428571,0.14173228346456693,0.24324324324324326,0.05925925925925926,0.029455337690631814,0.03880837359098229,0,0.21349608241222087
40,0.9,0.06818181818181818,0.1267605633802817,0.06790123456790124,0.01753293910156655,0.027826768567509305,0,0.2356700207708092
41,0.7857142857142857,0.0873015873015873,0.1571428571428571,0.06261022927689594,0.02326998050682261,0.03392903392903393,0,0.2170422562352427
